Psalm1.0	Psalm 1. Beatus vir, qui non abiit.	Psalm 1. Beatus vir, qui non abiit.	1000	1
Psalm132.2	2 How he sware unto the Lord * and vowed a vow unto the Almighty God of Jacob;	How he sware unto the Lord * and vowed a vow unto the Almighty God of Jacob;	132002	2387
Psalm132.3	3 I will not come within the tabernacle of mine house * nor climb up into my bed;	I will not come within the tabernacle of mine house * nor climb up into my bed;	132003	2388
Psalm132.4	4 I will not suffer mine eyes to sleep, nor mine eye-lids to slumber * neither the temples of my head to take any rest;	I will not suffer mine eyes to sleep, nor mine eye-lids to slumber * neither the temples of my head to take any rest;	132004	2389
Psalm132.5	5 Until I find out a place for the temple of the Lord * an habitation for the mighty God of Jacob.	Until I find out a place for the temple of the Lord * an habitation for the mighty God of Jacob.	132005	2390
Psalm132.6	6 Lo, we heard of the same at Ephrata * and found it in the wood.	Lo, we heard of the same at Ephrata * and found it in the wood.	132006	2391
Psalm132.7	7 We will go into his tabernacle * and fall low on our knees before his footstool.	We will go into his tabernacle * and fall low on our knees before his footstool.	132007	2392
Psalm132.8	8 Arise, O Lord, into thy resting-place * thou, and the ark of thy strength.	Arise, O Lord, into thy resting-place * thou, and the ark of thy strength.	132008	2393
Psalm132.9	9 Let thy priests be clothed with righteousness * and let thy saints sing with joyfulness.	Let thy priests be clothed with righteousness * and let thy saints sing with joyfulness.	132009	2394
Psalm132.10	10 For thy servant David's sake * turn not away the presence of thine Anointed.	For thy servant David's sake * turn not away the presence of thine Anointed.	132010	2395
Psalm132.11	11 The Lord hath made a faithful oath unto David * and he shall not shrink from it;	The Lord hath made a faithful oath unto David * and he shall not shrink from it;	132011	2396
Psalm132.12	12 Of the fruit of thy body * shall I set upon thy seat.	Of the fruit of thy body * shall I set upon thy seat.	132012	2397
Psalm132.13	13 If thy children will keep my covenant, and my testimonies that I shall learn them * their children also shall sit upon thy seat for evermore.	If thy children will keep my covenant, and my testimonies that I shall learn them * their children also shall sit upon thy seat for evermore.	132013	2398
Psalm132.14	14 For the Lord hath chosen Sion to be an habitation for himself * he hath longed for her.	For the Lord hath chosen Sion to be an habitation for himself * he hath longed for her.	132014	2399
Psalm132.15	15 This shall be my rest for ever * here will I dwell, for I have a delight therein.	This shall be my rest for ever * here will I dwell, for I have a delight therein.	132015	2400
Psalm132.16	16 I will bless her victuals with increase * and will satisfy her poor with bread.	I will bless her victuals with increase * and will satisfy her poor with bread.	132016	2401
Psalm132.17	17 I will deck her priests with health * and her saints shall rejoice and sing.	I will deck her priests with health * and her saints shall rejoice and sing.	132017	2402
Psalm132.18	18 There shall I make the horn of David to flourish * I have ordained a lantern for mine Anointed.	There shall I make the horn of David to flourish * I have ordained a lantern for mine Anointed.	132018	2403
Psalm132.19	19 As for his enemies, I shall clothe them with shame * but upon himself shall his crown flourish.	As for his enemies, I shall clothe them with shame * but upon himself shall his crown flourish.	132019	2404
Psalm133.0	Psalm 133. Ecce, quam bonum!	Psalm 133. Ecce, quam bonum!	133000	2405
Psalm133.1	1 BEHOLD, how good and joyful a thing it is * brethren, to dwell together in unity!	BEHOLD, how good and joyful a thing it is * brethren, to dwell together in unity!	133001	2406
Psalm133.2	2 It is like the precious ointment upon the head, that ran down unto the beard * even unto Aaron's beard, and went down to the skirts of his clothing.	It is like the precious ointment upon the head, that ran down unto the beard * even unto Aaron's beard, and went down to the skirts of his clothing.	133002	2407
Psalm133.3	3 Like as the dew of Hermon * which fell upon the hill of Sion.	Like as the dew of Hermon * which fell upon the hill of Sion.	133003	2408
Psalm133.4	4 For there the Lord promised his blessing * and life for evermore.	For there the Lord promised his blessing * and life for evermore.	133004	2409
Psalm134.0	Psalm 134. Ecce nunc.	Psalm 134. Ecce nunc.	134000	2410
Psalm134.1	1 BEHOLD now, praise the Lord * all ye servants of the Lord;	BEHOLD now, praise the Lord * all ye servants of the Lord;	134001	2411
Psalm134.2	2 Ye that by night stand in the house of the Lord * even in the courts of the house of our God.	Ye that by night stand in the house of the Lord * even in the courts of the house of our God.	134002	2412
Psalm134.3	3 Lift up your hands in the sanctuary * and praise the Lord.	Lift up your hands in the sanctuary * and praise the Lord.	134003	2413
Psalm134.4	4 The Lord that made heaven and earth * give thee blessing out of Sion.	The Lord that made heaven and earth * give thee blessing out of Sion.	134004	2414
Psalm135.0	Psalm 135. Laudate Nomen.	Psalm 135. Laudate Nomen.	135000	2415
Psalm135.1	1 O PRAISE the Lord, laud ye the Name of the Lord * praise it, O ye servants of the Lord;	O PRAISE the Lord, laud ye the Name of the Lord * praise it, O ye servants of the Lord;	135001	2416
Psalm135.2	2 Ye that stand in the house of the Lord * in the courts of the house of our God.	Ye that stand in the house of the Lord * in the courts of the house of our God.	135002	2417
Psalm135.3	3 O praise the Lord, for the Lord is gracious * O sing praises unto his Name, for it is lovely.	O praise the Lord, for the Lord is gracious * O sing praises unto his Name, for it is lovely.	135003	2418
Psalm135.4	4 For why? the Lord hath chosen Jacob unto himself * and Israel for his own possession.	For why? the Lord hath chosen Jacob unto himself * and Israel for his own possession.	135004	2419
Psalm135.5	5 For I know that the Lord is great * and that our Lord is above all gods.	For I know that the Lord is great * and that our Lord is above all gods.	135005	2420
Psalm135.6	6 Whatsoever the Lord pleased, that did he in heaven and in earth * and in the sea, and in all deep places.	Whatsoever the Lord pleased, that did he in heaven and in earth * and in the sea, and in all deep places.	135006	2421
Psalm135.7	7 He bringeth forth the clouds from the ends of the world * and sendeth forth lightnings with the rain, bringing the winds out of his treasures.	He bringeth forth the clouds from the ends of the world * and sendeth forth lightnings with the rain, bringing the winds out of his treasures.	135007	2422
Psalm135.8	8 He smote the first-born of Egypt * both of man and beast.	He smote the first-born of Egypt * both of man and beast.	135008	2423
Psalm135.9	9 He hath sent tokens and wonders into the midst of thee, O thou land of Egypt * upon Pharaoh, and all his servants.	He hath sent tokens and wonders into the midst of thee, O thou land of Egypt * upon Pharaoh, and all his servants.	135009	2424
Psalm135.10	10 He smote divers nations * and slew mighty kings;	He smote divers nations * and slew mighty kings;	135010	2425
Psalm135.11	11 Sehon king of the Amorites, and Og the king of Basan * and all the kingdoms of Canaan;	Sehon king of the Amorites, and Og the king of Basan * and all the kingdoms of Canaan;	135011	2426
Psalm135.12	12 And gave their land to be an heritage * even an heritage unto Israel his people.	And gave their land to be an heritage * even an heritage unto Israel his people.	135012	2427
Psalm135.13	13 Thy Name, O Lord, endureth for ever * so doth thy memorial, O Lord, from one generation to another.	Thy Name, O Lord, endureth for ever * so doth thy memorial, O Lord, from one generation to another.	135013	2428
Psalm135.14	14 For the Lord will avenge his people * and be gracious unto his servants.	For the Lord will avenge his people * and be gracious unto his servants.	135014	2429
Psalm135.15	15 As for the images of the heathen, they are but silver and gold * the work of men's hands.	As for the images of the heathen, they are but silver and gold * the work of men's hands.	135015	2430
Psalm135.16	16 They have mouths, and speak not * eyes have they, but they see not.	They have mouths, and speak not * eyes have they, but they see not.	135016	2431
Psalm135.17	17 They have ears, and yet they hear not * neither is there any breath in their mouths.	They have ears, and yet they hear not * neither is there any breath in their mouths.	135017	2432
Psalm135.18	18 They that make them are like unto them * and so are all they that put their trust in them.	They that make them are like unto them * and so are all they that put their trust in them.	135018	2433
Psalm135.19	19 Praise the Lord, ye house of Israel * praise the Lord, ye house of Aaron.	Praise the Lord, ye house of Israel * praise the Lord, ye house of Aaron.	135019	2434
Psalm135.20	20 Praise the Lord, ye house of Levi * ye that fear the Lord, praise the Lord.	Praise the Lord, ye house of Levi * ye that fear the Lord, praise the Lord.	135020	2435
Psalm135.21	21 Praised be the Lord out of Sion * who dwelleth at Jerusalem.	Praised be the Lord out of Sion * who dwelleth at Jerusalem.	135021	2436
Psalm136.0	Psalm 136. Confitemini.	Psalm 136. Confitemini.	136000	2437
Psalm136.1	1 O GIVE thanks unto the LORD, for he is gracious * and his mercy endureth for ever.	O GIVE thanks unto the LORD, for he is gracious * and his mercy endureth for ever.	136001	2438
Psalm136.2	2 O give thanks unto the God of all gods * for his mercy endureth for ever.	O give thanks unto the God of all gods * for his mercy endureth for ever.	136002	2439
Psalm136.3	3 O thank the Lord of all lords * for his mercy endureth for ever.	O thank the Lord of all lords * for his mercy endureth for ever.	136003	2440
