ValidationDropDownList	Hymnal	HymnNumber	PD	FirstLine	Tune	Metre	Occasion	EHNote	EHNote2
E553 Thou whose almighty Word (MOSCOW)	EH:English Hymnal	553		Thou whose almighty Word	Moscow	664.666.4.	Home and Foreign Missions		
E554 Thy kingdom come, O God (ST CECILIA 1E OR KINGSLAND 2E)	EH:English Hymnal	554		Thy kingdom come, O God	St Cecilia 1E or Kingsland 2E	66.66.	Home and Foreign Missions		App. 64
E555 Dismiss me not thy service, Lord (BRUNSWICK)	EH:English Hymnal	555		Dismiss me not thy service, Lord	Brunswick	86.86.86.	Church Work		
E556 Go, labour on; spend, and be spent (ANGEL’S SONG (SONG 34) 1E OR LLANGOLLEN (LLEDROD) 2E)	EH:English Hymnal	556		Go, labour on; spend, and be spent	Angel’s Song (Song 34) 1E or Llangollen (Lledrod) 2E	L.M.	Church Work		
E557 From foes that would the land devour (ISLEWORTH)	EH:English Hymnal	557		From foes that would the land devour	Isleworth	88.86.	National		
E558 God of our fathers, known of old (FOLKINGHAM)	EH:English Hymnal	558		God of our fathers, known of old	Folkingham	88.88.88.	National		
E559 God of our fathers, unto thee (ETONA)	EH:English Hymnal	559		God of our fathers, unto thee	Etona	88.88.88.88.88.	National		
E56 Eternal Glory of the sky (WAREHAM 1E OR RICHARD 2E)	EH:English Hymnal	56		Eternal Glory of the sky	Wareham 1E or Richard 2E	L.M.	From the Octave of the Epiphany till Lent	P	
E560 God save our gracious King (NATIONAL ANTHEM)	EH:English Hymnal	560		God save our gracious King	National Anthem	664.666.4.	National		
E561 Lord, while for all mankind we pray (ABERDEEN)	EH:English Hymnal	561		Lord, while for all mankind we pray	Aberdeen	C.M.	National		
E562 O God of earth and altar (KINGS LYNN)	EH:English Hymnal	562		O God of earth and altar	Kings Lynn	76.76.D.	National		
E563 Once to every man and nation (HYFRYDOL 1E OR YN Y GLYN 2E)	EH:English Hymnal	563		Once to every man and nation	Hyfrydol 1E or Yn y glyn 2E	87.87.D.	National		
E564 The King, O God, his heart to thee upraiseth (DONNE SECOURS)	EH:English Hymnal	564		The King, O God, his heart to thee upraiseth	Donne secours	11 10.11 10.	National		
E565 To thee our God we fly (CROFT’S 136TH)	EH:English Hymnal	565		To thee our God we fly	Croft’s 136th	66.66.88.	National		
E566 When wilt thou save the people? (KENDAL)	EH:English Hymnal	566		When wilt thou save the people?	Kendal	76.76.88.85.	National		
E567 Beneath the Cross of Jesus (GLORIA)	EH:English Hymnal	567		Beneath the Cross of Jesus	Gloria	76.86.86.86.	Mission Services		App. 22
E568 Daily, daily sing the praises (DAILY, DAILY)	EH:English Hymnal	568		Daily, daily sing the praises	Daily, daily	87.87.D.	Mission Services		
E569 Evensong is hushed in silence (EVENING HYMN)	EH:English Hymnal	569		Evensong is hushed in silence	Evening Hymn	87.87.87.87.87.10 6.	Mission Services		
E57 The dawn is sprinkling in the east (WAREHAM 1E OR RICHARD 2E)	EH:English Hymnal	57		The dawn is sprinkling in the east	Wareham 1E or Richard 2E	L.M.	From the Octave of the Epiphany till Lent	P	
E570 Ho! my comrades, see the signal (HOLD THE FORT)	EH:English Hymnal	570		Ho! my comrades, see the signal	Hold the Fort	85.85.D.	Mission Services		
E571 Holy Ghost, come down upon thy children (BOSSINEY)	EH:English Hymnal	571		Holy Ghost, come down upon thy children	Bossiney	10 7.97.97.97. and refrain.	Mission Services		
E572 I could not do without thee (GOSTERWOOD)	EH:English Hymnal	572		I could not do without thee	Gosterwood	76.76.D.	Mission Services		
E573 I hear thy welcome voice (I HEAR THY WELCOME VOICE)	EH:English Hymnal	573		I hear thy welcome voice	I hear thy welcome voice	66.86.55.76.	Mission Services		
E574 I heard the voice of Jesus say (KINGSFOLD)	EH:English Hymnal	574		I heard the voice of Jesus say	Kingsfold	D.C.M.	Mission Services		
E575 I lay my sins on Jesus (PRYSGOL)	EH:English Hymnal	575		I lay my sins on Jesus	Prysgol	76.76.D.	Mission Services		
E576 I need thee, precious Jesu (PRYSGOL)	EH:English Hymnal	576		I need thee, precious Jesu	Prysgol	76.76.D.	Mission Services		
E577 O Jesus, I have promised (MISSIONARY HYMN)	EH:English Hymnal	577		O Jesus, I have promised	Missionary Hymn	76.76.D.	Mission Services		
E578 O Jesu, thou art standing (ST CATHERINE 1E OR IN DER WIEGEN 2E)	EH:English Hymnal	578		O Jesu, thou art standing	St Catherine 1E or In der wiegen 2E	76.76.D.	Mission Services		207, App. 65
E579 Rest of the weary (FORTUNATUS)	EH:English Hymnal	579		Rest of the weary	Fortunatus	54.54.D.	Mission Services		
E58 O boundless Wisdom, God most high (ILLSLEY 1E OR O INVIDENDA MARTYRUM 2E)	EH:English Hymnal	58		O boundless Wisdom, God most high	Illsley 1E or O invidenda martyrum 2E	L.M.	From the Octave of the Epiphany till Lent	P	
E580 Safe in the arms of Jesus (ARMS OF JESUS)	EH:English Hymnal	580		Safe in the arms of Jesus	Arms of Jesus	76.76.D. and refrain.	Mission Services		
E581 Stand up!—stand up for Jesus! (MORNING LIGHT)	EH:English Hymnal	581		Stand up!—stand up for Jesus!	Morning Light	76.76.D.	Mission Services		
E582 Take my life, and let it be (IVES)	EH:English Hymnal	582		Take my life, and let it be	Ives	77.77.D.	Mission Services		
E583 Tell me the old, old story (TELL ME THE OLD, OLD STORY)	EH:English Hymnal	583		Tell me the old, old story	Tell me the old, old story	76.76.D. and refrain.	Mission Services		
E584 There were ninety and nine that safely lay (THE NINETY AND NINE)	EH:English Hymnal	584		There were ninety and nine that safely lay	The ninety and nine	97.97.99.	Mission Services		
E585 Thou didst leave thy throne and thy kingly crown (MARGARET)	EH:English Hymnal	585		Thou didst leave thy throne and thy kingly crown	Margaret	Irreg.	Mission Services		
E586 Advent tells us, Christ is near: (KEINE SCHÖNHEIT HAT DIE WELT)	EH:English Hymnal	586		Advent tells us, Christ is near:	Keine schönheit hat die Welt	77.77.	Catechism		
E587 All things bright and beautiful (GREYSTONE 1E OR ROYAL OAK 2E)	EH:English Hymnal	587		All things bright and beautiful	Greystone 1E or Royal Oak 2E	76.76.D. and refrain.	Catechism		App. 66
E588 Behold a little Child (WESLEY)	EH:English Hymnal	588		Behold a little Child	Wesley	66.66.88.	Catechism		
E589 Do no sinful action (NEWLAND)	EH:English Hymnal	589		Do no sinful action	Newland	65.65.	Catechism		
E59 Earth’s mighty Maker, whose command (ILLSLEY 1E OR O INVIDENDA MARTYRUM 2E)	EH:English Hymnal	59		Earth’s mighty Maker, whose command	Illsley 1E or O invidenda martyrum 2E	L.M.	From the Octave of the Epiphany till Lent	P	
E590 Every morning the red sun (LANGDALE)	EH:English Hymnal	590		Every morning the red sun	Langdale	75.75.77.	Catechism		
E591 Gentle Jesus, meek and mild (FARNABY/LEW TRENCHARD)	EH:English Hymnal	591		Gentle Jesus, meek and mild	Farnaby/Lew Trenchard	77.77.	Catechism		
E592 Hail the Sign, the Sign of Jesus (GROOMBRIDGE)	EH:English Hymnal	592		Hail the Sign, the Sign of Jesus	Groombridge	85.85.88.85.	Catechism		
E593 Heavenly Father, send thy blessing (PLEADING SAVIOUR)	EH:English Hymnal	593		Heavenly Father, send thy blessing	Pleading Saviour	87.87.D.	Catechism		
E594 I love to hear the story (GOSTERWOOD)	EH:English Hymnal	594		I love to hear the story	Gosterwood	76.76.D.	Catechism		
E595 I think when I read that sweet story of old (EAST HORNDON)	EH:English Hymnal	595		I think when I read that sweet story of old	East Horndon	Irreg.	Catechism		
E596 In our work, and in our play (LYNE)	EH:English Hymnal	596		In our work, and in our play	Lyne	77.77.	Catechism		
E597 It is a thing most wonderful (HERONGATE)	EH:English Hymnal	597		It is a thing most wonderful	Herongate	L.M.	Catechism		
E598 Jesu, good above all other (QUEM PASTORES LAUDAVERE)	EH:English Hymnal	598		Jesu, good above all other	Quem pastores laudavere	88.87.	Catechism		
E599 Jesu, tender Shepherd, hear me (SHIPSTON)	EH:English Hymnal	599		Jesu, tender Shepherd, hear me	Shipston	87.87.	Catechism		
E6 Hark the glad sound! the Saviour comes (BRISTOL)	EH:English Hymnal	6		Hark the glad sound! the Saviour comes	Bristol	C.M.	Advent		
E60 Most holy Lord and God of heaven (ILLSLEY 1E OR O INVIDENDA MARTYRUM 2E)	EH:English Hymnal	60		Most holy Lord and God of heaven	Illsley 1E or O invidenda martyrum 2E	L.M.	From the Octave of the Epiphany till Lent	P	
E600 Little drops of water (GOTT EIN VATER)	EH:English Hymnal	600		Little drops of water	Gott ein Vater	65.65.	Catechism		
E601 Lord, I would own thy tender care (EARDISLEY)	EH:English Hymnal	601		Lord, I would own thy tender care	Eardisley	C.M.	Catechism		
E602 Loving Shepherd of thy sheep (BUCKLAND 1E OR GENTLE JESUS 2E)	EH:English Hymnal	602		Loving Shepherd of thy sheep	Buckland 1E or Gentle Jesus 2E	77.77.	Catechism		App. 67
E603 Now the day is over (EUDOXIA)	EH:English Hymnal	603		Now the day is over	Eudoxia	65.65.	Catechism		
E604 O dearest Lord, by all adored (MIT FREUDEN ZART)	EH:English Hymnal	604		O dearest Lord, by all adored	Mit freuden zart	87.87.887.	Catechism		
E605 Once in royal David’s city (IRBY)	EH:English Hymnal	605		Once in royal David’s city	Irby	87.87.77.	Catechism		
E606 Sing to the Lord the children’s hymn (ST HUGH)	EH:English Hymnal	606		Sing to the Lord the children’s hymn	St Hugh	C.M.	Catechism		
E607 There’s a Friend for little children (INGRAVE)	EH:English Hymnal	607		There’s a Friend for little children	Ingrave	86.76.76.76.	Catechism		
E608 There is a happy land (HAPPY LAND)	EH:English Hymnal	608		There is a happy land	Happy Land	64.64.67.64.	Catechism		
E609 Through the night thy Angels kept (HORSHAM 1E OR PEACEFIELD 2E)	EH:English Hymnal	609		Through the night thy Angels kept	Horsham 1E or Peacefield 2E	77.77.	Catechism		
E61 Almighty God, who from the flood (ILLSLEY)	EH:English Hymnal	61		Almighty God, who from the flood	Illsley	L.M.	From the Octave of the Epiphany till Lent	P	
E610 We are but little children poor (PUER NOBIS NASCITUR)	EH:English Hymnal	610		We are but little children poor	Puer nobis nascitur	L.M.	Catechism		
E611 When Christ was born in Bethlehem (RODMELL)	EH:English Hymnal	611		When Christ was born in Bethlehem	Rodmell	C.M.	Catechism		
E612 Who is he, in yonder stall (RESONET IN LAUDIBUS)	EH:English Hymnal	612		Who is he, in yonder stall	Resonet in laudibus	77.88. and refrain.	Catechism		
E613 Of the Father’s love begotten (DIVINUM MYSTERIUM)	EH:English Hymnal	613		Of the Father’s love begotten	Divinum mysterium	87.87.87.7.	Christmas Processional		
E614 O come, all ye faithful (ADESTE FIDELES)	EH:English Hymnal	614		O come, all ye faithful	Adeste fideles	Irreg.	Christmas Processional		
E615 From the eastern mountains (ZUNDEL 1E OR SUTTON VALENCE 2E)	EH:English Hymnal	615		From the eastern mountains	Zundel 1E or Sutton Valence 2E	65.65.D.	Epiphany Processional		368, App. 68
E616 Hail, thou Source of every blessing (REDHEAD NO. 46 1E OR REX GLORIAE 2E)	EH:English Hymnal	616		Hail, thou Source of every blessing	Redhead No. 46 1E or Rex gloriae 2E	87.87.D.	Processional		
E617 The children of the Hebrews (PLAINSONG)	EH:English Hymnal	617		The children of the Hebrews	Plainsong		Processional	P	
E618 O Jerusalem, look toward the East (PLAINSONG)	EH:English Hymnal	618		O Jerusalem, look toward the East	Plainsong		Processional	P	App. 3
E619 Come, faithful people, come away (COME FAITHFUL PEOPLE)	EH:English Hymnal	619		Come, faithful people, come away	Come faithful people	88.87.	Processional		
E62 Maker of man, who from thy throne (ILLSLEY)	EH:English Hymnal	62		Maker of man, who from thy throne	Illsley	L.M.	From the Octave of the Epiphany till Lent	P	
E620 Ride on! ride on in majesty! (WINCHESTER NEW)	EH:English Hymnal	620		Ride on! ride on in majesty!	Winchester New	L.M.	Palm Sunday Processional		
E621 Glory and praise and dominion be thine (PLAINSONG)	EH:English Hymnal	621		Glory and praise and dominion be thine	Plainsong		Processional	P	
E622 All glory, laud, and honor (ST THEODULPH (VALET WILL ICH DIR GEBEN))	EH:English Hymnal	622		All glory, laud, and honor	St Theodulph (Valet will ich dir geben)	76.76.D.	Palm Sunday Processional		
E623 Now my soul, thy voice upraising (ST THOMAS)	EH:English Hymnal	623		Now my soul, thy voice upraising	St Thomas	87.87.87.	Palm Sunday Processional		
E624 Hail thee, Festival Day! (SALVE FESTA DIES)	EH:English Hymnal	624		Hail thee, Festival Day!	Salve festa dies	Irreg.	Easter Processional	P	
E625 The strife is o’er, the battle done (VICTORY)	EH:English Hymnal	625		The strife is o’er, the battle done	Victory	88.84.	Easter Processional		
E626 Alleluya! Ye sons and daughters of the King (O FILII ET FILIAE [2 VERSIONS])	EH:English Hymnal	626		Alleluya! Ye sons and daughters of the King	O filii et filiae [2 versions]	888. and Alleluyas	Easter Processional		App. 4
E627 The Lord is risen indeed! (NARENZA)	EH:English Hymnal	627		The Lord is risen indeed!	Narenza	S.M.	Processional		
E628 Hail thee, Festival Day! (SALVE FESTA DIES)	EH:English Hymnal	628		Hail thee, Festival Day!	Salve festa dies	Irreg.	Ascension Processional	P	
E629 O King most high of earth and sky (ACH GOTT UND HERR 1E OR PARSIFAL 2E)	EH:English Hymnal	629		O King most high of earth and sky	Ach Gott und Herr 1E or Parsifal 2E	87.87.	Processional		
E63 Alleluya, song of sweetness (TANTUM ERGO)	EH:English Hymnal	63		Alleluya, song of sweetness	Tantum ergo	87.87.87.	Week before Septuagesima		
E630 Hail thee, Festival Day! (SALVE FESTA DIES)	EH:English Hymnal	630		Hail thee, Festival Day!	Salve festa dies	Irreg.	Pentecost Processional	P	
E631 Spirit of mercy, truth, and love (MELCOMBE)	EH:English Hymnal	631		Spirit of mercy, truth, and love	Melcombe	L.M.	Processional		
E632 Eternal Light, Divinity (MONTGOMERY)	EH:English Hymnal	632		Eternal Light, Divinity	Montgomery	L.M.	Trinity Sunday Processional		
E633 All hail, adorèd Trinity (ILLSLEY 1E OR MONT RICHARD 2E)	EH:English Hymnal	633		All hail, adorèd Trinity	Illsley 1E or Mont Richard 2E	L.M.	Trinity Sunday Processional		
E634 Hail thee, Festival Day! (SALVE FESTA DIES)	EH:English Hymnal	634		Hail thee, Festival Day!	Salve festa dies	Irreg.	Dedication Processional	P	
E635 Eternal Power, whose high abode (O JESU MI DULCISSIME)	EH:English Hymnal	635		Eternal Power, whose high abode	O Jesu mi dulcissime	L.M.	Dedication Processional		
E636 Only-begotten, Word of God eternal (ISTE CONFESSOR (2))	EH:English Hymnal	636		Only-begotten, Word of God eternal	Iste confessor (2)	11 11.11 5.	Dedication Processional		
E637 Lo! God is here! let us adore (OLD 117TH)	EH:English Hymnal	637		Lo! God is here! let us adore	Old 117th	88.88.88.	Dedication Processional		
E638 Jerusalem, my happy home (PART 1: ST. AUSTIN (BOTH EDITIONS) OR PART 2: SOUTHILL (BOTH EDITIONS) OR PART 3: JERUSALEM 1E OR STALHAM / DUNSTAN 2E)	EH:English Hymnal	638		Jerusalem, my happy home	Part 1: St. Austin (both editions) or Part 2: Southill (both editions) or Part 3: Jerusalem 1E or Stalham / Dunstan 2E	C.M.	Processional		App. 69
E639 The Church triumphant in thy love (EATINGTON)	EH:English Hymnal	639		The Church triumphant in thy love	Eatington	C.M.	Processional		
E64 Maker of earth, to thee alone (DUNFERMLINE)	EH:English Hymnal	64		Maker of earth, to thee alone	Dunfermline	C.M.	Week before Septuagesima		
E640 Virgin-born, we bow before thee: (MON DIEU, PRÊTE-MOI L’OREILLE/URQUELL ALLER SELIGKEITEN)	EH:English Hymnal	640		Virgin-born, we bow before thee:	Mon Dieu, prête-moi l’oreille/Urquell aller seligkeiten	88.77.D.	Processional		
E641 For all the Saints who from their labours rest (SINE NOMINE OR LUCCOMBE)	EH:English Hymnal	641		For all the Saints who from their labours rest	Sine nomine or Luccombe	10 10.10 4.	Processional		App. 23
E642 Forward! be our watchword (UPWICK)	EH:English Hymnal	642		Forward! be our watchword	Upwick	65.65.Ter.	Processional		
E643 Onward, Christian soldiers (HAYDN/ST. GERTRUDE)	EH:English Hymnal	643		Onward, Christian soldiers	Haydn/St. Gertrude	65.65.Ter.	Processional		
E644 Rejoice, ye pure in heart (ICH HALTE TREULICH STILL)	EH:English Hymnal	644		Rejoice, ye pure in heart	Ich halte treulich still	D.S.M.	Processional		
E645 Saviour, blessèd Saviour (GOSHEN 1E OR NOUS ALLONS 2E)	EH:English Hymnal	645		Saviour, blessèd Saviour	Goshen 1E or Nous allons 2E	65.65.D.	Processional		App. 70
E646 The God of Abraham praise (LEONI)	EH:English Hymnal	646		The God of Abraham praise	Leoni	66.84.D.	Processional		
E647 God the Father, God the Son (TRES MAGI DE GENTIBUS)	EH:English Hymnal	647		God the Father, God the Son	Tres Magi de gentibus	77.77. and 77.76.	Litanies, etc.		
E648 God the Father, God the Son (HELFER MEINER ARMEN SEELE)	EH:English Hymnal	648		God the Father, God the Son	Helfer meiner armen seele	77.77. and 77.76.	Litanies, etc.		
E649 God the Father, seen of none (ST MARK 1E OR GALLIARD 2E)	EH:English Hymnal	649		God the Father, seen of none	St Mark 1E or Galliard 2E	77.77	Litanies, etc.		App. 71
E65 The fast, as taught by holy lore (JESU CORONA)	EH:English Hymnal	65		The fast, as taught by holy lore	Jesu corona	L.M.	Lent	P	
E650 Lord, to our humble prayers attend (BEATUS)	EH:English Hymnal	650		Lord, to our humble prayers attend	Beatus	88.87	Litanies, etc.		
E651 God the Father, God the Son (LITANY)	EH:English Hymnal	651		God the Father, God the Son	Litany	77.77. and 77.76.	Litanies, etc.		
E652 God of all grace, thy mercy send (OLDBRIDGE 1E OR MICHAEL 2E)	EH:English Hymnal	652		God of all grace, thy mercy send	Oldbridge 1E or Michael 2E	86.84.	Litanies, etc.		App. 72
